komentar,timestamp,sentiment
"cma tnyk ni,hrga internet naik ga yaa krna ppn ni",2024-12-31 13:52:25+00:00,negatif
aku selalu percaya kebijakan bapak prabowo 🥰,2024-12-31 13:52:04+00:00,positif
"tempat gw, penjual nasi udah naik mulai 1 jan 2025 😢",2024-12-31 13:51:34+00:00,negatif
harga RC sama UC pubg kena PPN 12% ga min ?,2024-12-31 13:50:05+00:00,netral
Myrepublic naik jadi 12%.. udah di info di email😭,2024-12-31 13:50:04+00:00,negatif
spotify ama netflix gimana min??,2024-12-31 13:50:01+00:00,negatif
"min, sapa aku min",2024-12-31 13:49:59+00:00,positif
Aku di listrik 2200 va bayarnya mahal bgt 2 bulan terakhir naikkkkk 😭 mengsedih,2024-12-31 13:49:14+00:00,negatif
"min mau beli petasan buat tahun baruan ga di izinin sama emak gua, gimana biar bisa mendapatkan izin min? 🙏",2024-12-31 13:48:46+00:00,negatif
sehat selalu ya min semoga gajinya naik 2× lipat😭💗,2024-12-31 13:48:34+00:00,positif
Naikin harga KARET pak presidenku🙏,2024-12-31 13:48:22+00:00,netral
"min saya mau kredit motor itu bagusnya ambil 1thn,apa seumur hidup",2024-12-31 13:36:46+00:00,negatif
sedia Jazz sebelum hujan min tpi harganya turunin 🥰,2024-12-31 13:36:06+00:00,negatif
"sabar min,yg sayang akan mengerti dan yg benci akan selalu dipandang salah.",2024-12-31 13:34:44+00:00,negatif
serius amat min 🗿,2024-12-31 13:30:37+00:00,positif
"semangat ya min, perjuangan mu sebagai admin saja berat dalam menghadapi masyarakat lejen ini🙂🙏
terimakasih min sehat"" min",2024-12-31 13:29:16+00:00,positif
"semangaat mindraaa🥰 terimakasihh bapakkk🥰 sayang bapak banyak banyak, jadi pengen peluk mindra😂",2024-12-31 13:27:51+00:00,negatif
komen ah biar 1thn yang lalu🗿,2024-12-31 13:27:30+00:00,positif
mantep min sini maen ku traktir ayam geprek,2024-12-31 13:27:11+00:00,positif
sudah d jelaskan dr awal dg gamblang oleh pak prabowo tpmsh sj byk yg slh faham dn menggoreng trs ...love bpk ku 🥰🥰,2024-12-31 13:21:17+00:00,negatif
maaf akuu gak dengerin bapa presiden malahh fokus sama komenannya😭😭😭😭,2024-12-31 13:21:08+00:00,negatif
turunin harga pajero min,2024-12-31 13:20:08+00:00,positif
"Min, udah makan? jangan cape - cape, yah. makasih udah menerima aspirasi rakyat.🫰🏻",2024-12-31 13:19:40+00:00,negatif
Semoga Bapak Presiden Bapak Prabowo bisa menjadikan Negara Indonesia menjadi Negara Makmur di tahun berikutnya 🩷❤️‍🔥🤲💪 aamiiiin,2024-12-31 13:17:43+00:00,positif
"Min salam dari petani tembakau, DARI PETANI UNTUK NEGERI🔥",2024-12-31 13:17:14+00:00,negatif
"min saya beli petasan cabe nitip sama emak, tp yg di bawain malah cabe 1 kg trus buat apaan ini yak 😭😭",2024-12-31 13:16:04+00:00,negatif
taun baru bakar jagung ga min,2024-12-31 13:15:05+00:00,netral
Capek banget jadi bapak ya 🥺,2024-12-31 13:13:13+00:00,positif
tinggalin jejak disini besok udah 2025👇👇,2024-12-31 13:12:49+00:00,negatif
"halo min salam dari Madura
#beccean sadejeh✌️",2024-12-31 13:12:45+00:00,negatif
Pulsa internet & layanan internet rumah (wifi) naik juga gak mindra?,2024-12-31 13:12:05+00:00,negatif
"ngopi yuk min, malem tahun baru nih😁",2024-12-31 13:11:02+00:00,positif
min nanti nonton kembang api pergantian tahun ga,2024-12-31 13:10:55+00:00,negatif
"Harga kebutuhan naikk karena nataru ✅
Nyalahin Presiden atas kebijakan ppn 12% ✅
Blm di baca, udh komen duluan ✅
Dasaarr anaakk Abaah, goreng teross...😌😌",2024-12-31 13:09:32+00:00,negatif
yeayyy akhirnya mindra comeback 🔥,2024-12-31 13:09:13+00:00,netral
Tahun baru puncak dingin min apa itu min?,2024-12-31 13:07:12+00:00,positif
komen ah biar 1thn yang lalu🗿,2024-12-31 13:07:06+00:00,positif
kemarin aku bikin konten kek gini bnyk juga ternyata rakyat kita yang minim akan literasi :(,2024-12-31 13:05:41+00:00,negatif
semangat pak 💪💪💪💪💪,2024-12-31 12:54:42+00:00,netral
komen ah biar satu tahun yang lalu😭😭😭,2024-12-31 12:54:35+00:00,positif
min kampung aku blm ada sinyal smpe skrng kasihan anak2 susah buat bljr online suka mati lampu dan hilang sinyal. ada wifi pake rame2 tp lemotnya minta ampun @gerindra,2024-12-31 12:54:13+00:00,negatif
"Assalamu'alaikum Admin Gerindra.. Mohon di Fikirkan Antisipasi buat Negara Indonesia.. Gimana kalau Negara Kita Seperti Los Angeles..
Ini Serius 🙏🙏",2025-01-21 11:25:25+00:00,negatif
min pilih ole romeny apa Rafael struick?,2025-01-20 22:40:18+00:00,negatif
min emang bener bulan puasa libur 45hari,2025-01-20 14:17:16+00:00,negatif
bismillah puwasa liburrr🙏,2025-01-20 12:40:13+00:00,positif
semangat terus bapak prabowo,2025-01-19 22:36:23+00:00,positif
min aku mau nanya tapi lupa mau nanya apa,2025-01-19 13:28:02+00:00,negatif
pak boleh gak Indonesia membuat peraturan ketat yang menjaga lingkungan contoh membuang sampah pada tempat nya🙏,2025-01-19 10:04:23+00:00,positif
min beneran resmi kan libur 45 hari selama bulan puasa?,2025-01-19 03:40:00+00:00,negatif
jadi libur gak admin?,2025-01-19 03:35:44+00:00,negatif
"min, jadi gak untuk libur 1 bulan penuh pas puasa nanti",2025-01-19 02:10:42+00:00,negatif
min tolong turunkan harga sepatu asic metaris,2025-01-18 17:42:08+00:00,negatif
min pas puasa libur gk?,2025-01-18 10:59:38+00:00,negatif
min orang setia game nya apa?,2025-01-18 08:54:12+00:00,negatif
min nanti puasa libur sekolah gak,2025-01-18 06:49:43+00:00,netral
min pilih Rafael struick atau marselino ferdinan?,2025-01-18 04:39:37+00:00,negatif
min tolong mts setiap hari sabtu libur lah min,2025-01-18 00:41:20+00:00,negatif
min aku kalah sama masa lalu nya 😌😭,2025-01-17 19:06:19+00:00,negatif
min sekolahan orang lain dapat makan gratis lah sekolahan ku kapan minnnnn??,2025-01-17 04:45:41+00:00,negatif
min inpo loker min😁🙏,2025-01-16 13:57:12+00:00,positif
pak makan gratis di daerah Jawa Tengah kabupaten Wonogiri SDN 3 nambang pak,2025-01-16 12:14:06+00:00,positif
Tolong harga tiket pesawat jawa-papua juga diturunkan pak 🥲. LDM dengan suami semakin berat karena memikirkan ongkos pulang,2025-01-16 00:54:37+00:00,negatif
admin kapan ke palembang,2025-01-15 20:08:07+00:00,negatif
"min saya kangen mama saya min, dia pergi ke arab pas 2022 Tapi pas 2023 hilang kabar min udah gak ada kabar sama sekali, keluarga juga gak ada yang tau",2025-01-15 18:22:30+00:00,negatif
min tolong turunin harga sepatu bola lightspeed reborn😭🙏,2025-01-15 13:40:27+00:00,negatif
min kerahkan bangsa indonesia buat ngelike postingan akuh awww,2025-01-15 11:02:18+00:00,negatif
"@Yuvens:min,Buka Makan Gratis Di Sekolah Reformasi Di Ntt
Min.Plisss ✌️🥰🥰",2025-01-15 07:19:30+00:00,positif
"di Sumut aja kab Dairi sampe detik ini gak ada programnya, entah di korupsi gak tau",2025-01-15 00:55:14+00:00,negatif
"min, minta tolong hilangkan razia rambut di sekolah🥺🙏🏼",2025-01-14 14:48:14+00:00,negatif
"minnn bisa ilangin cicak di muka bumi ini ga min, soalnya aku tkut bnget dahh",2025-01-12 13:55:17+00:00,negatif
woy min liburan pas bulan luasa😸😸😸,2025-01-12 12:42:10+00:00,negatif
puasa bener libur gak sih,2025-01-12 11:35:05+00:00,netral
min bulan puasa full libur 1bln?,2025-01-12 10:53:30+00:00,negatif
min turun kan harga montor CRF min 😭😭😭,2025-01-12 08:33:44+00:00,netral
min apa benar bulan puasa libur sekolah 1 bulan 🤩,2025-01-12 06:58:47+00:00,negatif
pak kami belum dapat makan gratis pak 😘😘🥰🥰😁😁🙂😆😆,2025-01-12 05:34:03+00:00,netral
"assalamualaikum...
😞 melihat orang lain mengambil bansos terkadang kita kepingin juga sperti mereka tapi, saya orang awam dan tidak mengerti soal digital jaman sekarang.. mohon di bantu bang'min???",2025-01-11 21:19:44+00:00,negatif
"bismillah, assalamualaikum,
kira kira saya berhak tidak untuk mendapatkan bantuan contoh salah satunya bansos. padahal saya berharap bisa mendapatkannya tapi saya sudah lama tidak mendapatkan..aceh",2025-01-11 21:14:24+00:00,negatif
min mau lapor jalan di kmpung saya udh berpuluh puluh tahun gapernah ke sentuh aspal ataupun cor cor an min jalannya hancur bgt dan gak layak di pakai min lokasi di Lamsel Palas Sukabakti rantau makur,2025-01-11 19:47:10+00:00,negatif
min turunin harga daimon fire fire 😁,2025-01-11 11:54:50+00:00,positif
min di tempat saya bahan pokok ikut naik semua,2025-01-11 01:32:38+00:00,negatif
pak saya belum dapet makanan gratis 😭di junti,2025-01-11 00:30:20+00:00,positif
min emang nya Indonesia keluar dari ASEAN ?,2025-01-10 08:33:40+00:00,negatif
SEKALI LAGII NAIK 12% CUMAN UNTUK BARANG MEWAH!!🆙🆙🆙🆙,2025-01-10 06:21:57+00:00,negatif
pak Prabowo cara fyp gimana😳,2025-01-09 15:07:00+00:00,positif
sperpart motor naik gk min?,2025-01-09 13:12:23+00:00,negatif
lapor ke sini boro2 ditanggapi kekirim aja gk bisa katanya korupsi mau dibrantas kirain gampang lapor disini padahal brikut bukti,2025-01-09 12:42:15+00:00,negatif
"pak kapan ada libur sekolah 1 tahun pak, cape sekolah mulu😭🗿",2025-01-09 12:35:46+00:00,negatif
bapak gua suka banget sama pak Prabowo jir sampe tiap hari pake baju pak Prabowo gk percaya? liat aja akun ya @kang bacot2 (Sihotang),2025-01-09 11:45:43+00:00,negatif
min lebih keren motor scoopy atau beat?,2025-01-09 08:41:24+00:00,negatif
pak tolong hilangkan razia rambut pak tolong 🙏🙏🙏,2025-01-09 08:38:39+00:00,negatif
pak tolong bawakan coach sty ke Indonesia lagi pak😭😭😭,2025-01-09 02:01:02+00:00,negatif
minn bisa ga jadikan sty coach lagiiii?,2025-01-08 22:41:51+00:00,netral
pak makan gratis nya mana kata nya bulan januari🙏🫶,2025-01-08 12:52:05+00:00,positif
@𝖇 𝖊 𝖊,2025-01-08 12:20:31+00:00,positif
min kasi saya uang 600rp dan saya akan bersedia di penjara selama 6menit,2025-01-08 07:12:38+00:00,negatif
pak tolong kembalikan STY😞,2025-01-08 05:52:59+00:00,negatif
"min, kemarin aku like video yg katanya kalo dilike ntar jam 2 dini hari uang datang kerumah ku, tapi ku tunggu smpe jam 12 siang kok ga datang-datang ya😔",2025-01-08 05:00:21+00:00,negatif
HILANGKAN RAZIA RAMBUT DI SEKOLAH!!!!,2025-01-07 14:25:07+00:00,negatif
pak tolong turunkan harga vario 160 biar nanti kalok saya ada uang saya gak cuma beli 1,2025-01-06 13:34:48+00:00,negatif
"pak ko sekolah saya belum di kasih makan gratis, di Rangkasbitung",2025-01-06 13:22:34+00:00,positif
min sekola gw kok belum ada makan gratisnya 🗿,2025-01-06 13:20:26+00:00,negatif
Ipong masuk indo kapan pak,2025-01-06 13:11:48+00:00,negatif
mana makan siang gratis yang kau janjikan pak,2025-01-06 12:28:39+00:00,positif
min plisss bikin aturan yang tegas untuk siswa atau siswi yang memanggil dengan menggunakan nama orangtua itu sangat merusak mental anak dimohon agar tidak di normalisasi kan😊😊😊,2025-01-06 12:22:42+00:00,negatif
makan makan gratis nya di skeolahh saya gak sampe,2025-01-06 12:13:11+00:00,negatif
"min,makan gratis ke desa dulu ini desaku pelosok",2025-01-06 11:51:21+00:00,netral
Min @gerindra tolong bantu gajih untuk guru honor yang belum sertifikasi.Kasian gajih hanya 200rb perbulan. Jangan sampai gajih org masak untuk program makan sehat lebih besar daripada tenaga pendidik,2025-01-06 11:51:07+00:00,negatif
pengen di sapaaaaaaaaaaaaaaaaaaaaaaaaaa😭😭😭😭,2025-01-06 11:18:07+00:00,positif
min disini blm ada makan gratis min 🙃,2025-01-06 11:12:51+00:00,positif
min makan gratis di Jateng kapan?,2025-01-06 10:56:32+00:00,negatif
min kapan makaan gratis🤔,2025-01-06 10:52:52+00:00,negatif
min kok di sekolah gue blum dapat makan siang gratis 😭😭(Palembang),2025-01-06 10:51:20+00:00,positif
@gerindra Tolong cepat selesaikan pembebasan lahan tol Betung - Tempino🙏🏻,2025-01-06 10:24:02+00:00,positif
"kayu = 5 th
ayam = 7 th
300T = 6,5 th😂",2025-01-06 10:12:43+00:00,negatif
pak kenapa kok sekolah saya kok GK ada makan gratis,2025-01-06 10:06:07+00:00,positif
gerinda g apa ye,2025-01-06 10:04:33+00:00,positif
pak kenapa kok sekolah saya kok GK ada makan gratis,2025-01-06 10:00:31+00:00,positif
min turunkan harga pesawat min jadi 2k 5pcs,2025-01-06 09:56:23+00:00,negatif
puasanya libur kaga min,2025-01-06 09:52:50+00:00,netral
min aku enggak gak lulus sekolah SMP 🥺,2025-01-06 09:51:31+00:00,negatif
min di Nusawungu ko belum ada makan gratis,2025-01-06 09:41:02+00:00,negatif
min udh 2025 wishlist stlh tau PPN ga jadi naik apaan nihh?,2025-01-06 09:26:14+00:00,negatif
pak prabowo yogyakarta belum dapet makan gratis.....,2025-01-06 09:13:10+00:00,negatif
cara dapetin mingyu gimana min?,2025-01-06 09:00:00+00:00,negatif
"min info loker buat tmbahan ,soalnya janda anak 2 min 😭",2025-01-06 08:55:19+00:00,negatif
pak sekolah saya kapan makan gratis nya pak ini udah bulan Januari pak kapan makan gratis nya pak😭😭,2025-01-06 08:54:12+00:00,negatif
pak presiden prabowo makan gratis nya belum sampai sini,2025-01-06 08:46:20+00:00,negatif
pak sd ku belom makan gratis,2025-01-06 05:53:26+00:00,positif
min kira² ramadhan libur 1 bulan ga,2025-01-06 05:41:17+00:00,negatif
min kata nya sekolah di indo dapet makanan gratis kok blum dapet sekolah kami,2025-01-06 05:19:24+00:00,positif
min kok gak ada makanan gratis🗿🙏,2025-01-06 05:15:03+00:00,positif
NKRI HARGA MATI🇮🇩♥️🥰,2025-01-06 04:51:02+00:00,positif
minn kenapa di sekolah saya belum dpt makan gratiss,2025-01-06 04:43:44+00:00,positif
min lebih kece madrit atau barca?,2025-01-06 04:00:35+00:00,negatif
"meminta Komisi II DPR RI Mendorong Kemenpan RB,BKN RI
1. Segera Sahkan RPP Manajemen ASN turunan dari RUU ASN NO.20 TAHUN 2023 dan meminta dal",2025-01-06 03:44:21+00:00,negatif
"turunin harga ppn lagi min, kesel saya kena ppn🗿",2025-01-06 03:36:59+00:00,negatif
"assalamualaikum admin gerindra,maaf ganggu waktunya😅oh ya saya mau tanya,emang bener ya bulan puasa kita libur 1 bulan pul.maaf cuman Nayak aja😅🙏",2025-01-06 03:28:09+00:00,negatif
knp sekolah di Mataram blm dapat makan gratis pak🙏,2025-01-06 03:19:47+00:00,positif
min tolong dong sodara saya yg kerja bangunan di ikn ga dibayar min . tolong dong dibantu@partaigerindra,2025-01-06 02:53:07+00:00,negatif
Sulawesi Barat kapan makan gratis nya pak?,2025-01-06 01:20:25+00:00,netral
min emang iya pak prabowo mau resmikan aturan anak dibawah 16 tahun ga boleh punya handphone?,2025-01-06 01:04:46+00:00,negatif
"tolong perhatikan pak.. dinas pendidikan dan kebudayaan .. masa cara kerja .. disdik bgtu jawaban y.. dana blum di ada anggaran ya.. aneh.. trus utk ap anak saya aktivasi dan tinggal tunggu pencairan aj hrus tunggu 1 tahun.. yg lain sudah pada cairr.. cuman anak sya yg blum... ada apa nih..
apa jngn jngn dinas penddidkan y / pihak bank y / juga pihak sekolah ya.. aneh",2025-01-06 00:41:27+00:00,negatif
"ijin.. itu anak saya dapat pip/kip sudah setahun kagak cair cair kenapa pak.. jngn blg sruh ke disdik udh..k keluarahan , pihak sekolah , pihak bank BRI jg sdh.. tingga tunggu pencairan aj blum jg cair , udah setahun lebih.. masa dinas pendidikan ngga bisa liat apa sdh aktivasi k bank sdh.. aneh.. tertulis dana belum masuk.. hadehh.. udh kya ngemis cuman 375ribu aj setahun.. cairr ya lama😏
tolong kerja y dinas pendidikan dan kebudayaan.. masa hrus nunggu setahun lbih blm cair",2025-01-06 00:37:07+00:00,negatif
"min,kata orang pak wowo bilang anak di bawah umur 16 tahun gk boleh pegang hp,apa benar min?",2025-01-05 23:37:18+00:00,negatif
VENOM,2025-01-05 22:30:50+00:00,negatif
"MIN LIBURKAN 1 BULAN PUASa
gw mau ke rumah bapak gw kAngen gw",2025-01-05 22:28:01+00:00,negatif
"🙏tolong tambak udang di indonesia di perhatikan lagi, agar seperti dulu indonesia dikenal sebagai export udang terbesar di asia tenggara. tambak pesisir contohnya sumatera,kalimantan itu banyak tenggelam kena air laut dan gagal panen. kami juga ingi di bangunkan semangat kami dengan fasilitas dari negara🥲 listrik saja siang masih mati harus pakai diesel",2025-01-05 20:03:38+00:00,negatif
"min, pinta tolong jangan ada lagi cerita bawang merah dan bawang putih di dalam tubuh pemerintahan sendiri, semoga di era Bpk prabowo ini, bisa mewujudkan ke adilan bagi seluruh rakyat indonesia kusus nya bagi kaum tenga honnorer yg sdh lama mengabdi, agar bisa di berikan hak yg sama antara pms&pppk",2025-01-05 17:58:03+00:00,negatif
min gimana tanggapan Mimin soal polisi yg tabrak mahasiswa trus meninggal tapi mahasiswanya yang jadi tersangka??,2025-01-05 17:40:29+00:00,negatif
min beneran puasa libur 1 bulan,2025-01-05 17:06:41+00:00,negatif
minn mie enggak ikut pajak kan 😭😭,2025-01-05 16:56:39+00:00,negatif
minn tanya bapakjj prabowooo nantiii kalo ramadhann liburrr yaaa biar lancarr ibadahhh puasa kuu🙏🙏,2025-01-05 16:15:32+00:00,negatif
min kenapa sikap cewe ku beda ya😢😢,2025-01-05 16:09:11+00:00,netral
min coba lihat akun bang @rhival jalan yang sering di lewatinya parah sekali,2025-01-05 16:08:54+00:00,negatif
"min ,puasa 2025 full libur 1 bulan kah?",2025-01-05 16:07:18+00:00,negatif
min emg iya nnti puasa libur 1 bulan?,2025-01-05 15:50:06+00:00,negatif
pak saya belum dapat makan gratis di sditattakwin,2025-01-05 15:18:01+00:00,netral
"apaan kmrin liat pimpinan pln bu sopo iku ngomong jare pln subsidi mengalami kerugian. Tapi anehnya pejabat"" pln pada kaya""",2025-01-05 09:25:41+00:00,negatif
min turunin harga zx 25r jadi 10k aja,2025-01-05 09:24:19+00:00,negatif
yg diperjualbelikan semua kena pajak kecuali oksigen alam 🤡 ALLAH MAHA BAIK,2025-01-05 09:05:14+00:00,positif
"pecah kaca
pecah gelas
lepas baca
harab balas
Assalamu'alaikum",2025-01-05 08:16:23+00:00,negatif
enak ya orang lain bisa tahun baruan . healing jalan jalan . sedangkan saya dirumah terus !!!!!!!!🔥🔥😈🔥🔥 MAAF GA ADIL 🔥🔥🔥,2025-01-05 08:07:32+00:00,negatif
pak turunin harga skincara pigeon donk 🙂,2025-01-05 07:54:03+00:00,netral
Minn emang bener yah kalau nanti uda bulan suci Ramadhan libur 2bulan,2025-01-05 07:42:38+00:00,negatif
min kapan makan gratis nya🙏🗿,2025-01-05 07:15:00+00:00,positif
"Min, di awal tahun pengen kayak orang"" sibuk packing orderan souvenir.
Up kan dong mindra @partaigerindra biar rame🥲",2025-01-05 06:29:50+00:00,negatif
pencarian ku prabwo pecat hakin yang di beri hukuman 6 5 thn,2025-01-05 04:48:58+00:00,negatif
Min identitas ku ada 2 trs ktp sama ijazah beda nama & tgl lahir udah usaha benerin sampe sidang tapi ditolak” aku yang disalahin padahal salah orang tuaa. Jadi ga bisa kerja & lanjut sekolah☹️,2025-01-05 04:16:41+00:00,negatif
min puasa libur 1 bulan ya?,2025-01-05 03:40:03+00:00,negatif
min kalo mau dia harus punya apa?,2025-01-05 03:30:43+00:00,negatif
pa turunin harga motor crf pa,2025-01-05 03:26:48+00:00,netral
"kayu = 5th
ayam = 7th
300T = 6,5th💀
menyala negri ku",2025-01-05 02:55:11+00:00,negatif
tutorial ganteng min,2025-01-05 02:00:38+00:00,positif
"@partaigerindra min turunin harga marlong, anak seimut dan selucu ini bertarung dengan harga marlong yg 40RB sekarang 😭😭😭😭",2025-01-05 01:54:59+00:00,negatif
"kayu = 5th
ayam = 7th
300T = 6,5th💀
menyala negri ku",2025-01-05 01:20:11+00:00,negatif
min tolong turunin harga Milo dong🗿👌,2025-01-04 22:36:56+00:00,negatif
"pak
tp biar bagaimanapun desas desus sudah menyebar,ojek online jg skrg naik LG tarifnya gara2 informasi yg sudah terlanjur ppn naik
tolong normalkan kembali",2025-01-04 22:23:41+00:00,negatif
